,TIMESTAMP,INSTRUMENT,SYMBOL,OPEN,HIGH,LOW,CLOSE,COI,PCR
69,25-NOV-2020,FUTSTK,INDUSINDBK,862.1,877.1,842.9,853.05,19338300,1.0723755777263122
70,25-NOV-2020,FUTSTK,INFRATEL,218.25,225.55,214.05,215.5,12913600,0.6199824513864293
71,25-NOV-2020,FUTSTK,INFY,1141.1,1146.0,1112.1,1116.55,38472000,0.4518246097945213
72,25-NOV-2020,FUTSTK,IOC,86.35,87.2,85.6,85.85,56627500,0.48599204900225085
73,25-NOV-2020,FUTSTK,ITC,195.9,197.7,192.25,193.65,95040000,0.6388500814920478
74,25-NOV-2020,FUTSTK,JINDALSTEL,242.45,248.4,231.1,235.05,25515000,0.9003019334739308
75,25-NOV-2020,FUTSTK,JSWSTEEL,342.35,346.2,336.8,337.55,36981900,0.7551579919613857
76,25-NOV-2020,FUTSTK,JUBLFOOD,2556.5,2558.15,2417.2,2431.4,1980750,0.6710894245488888
77,25-NOV-2020,FUTSTK,KOTAKBANK,1927.55,1930.95,1855.1,1863.95,16329600,1.1907481332450678
78,25-NOV-2020,FUTSTK,L&TFH,73.9,76.55,73.55,74.45,34350200,0.44544768039615806
79,25-NOV-2020,FUTSTK,LICHSGFIN,326.25,332.5,320.65,323.45,12572000,0.4860791866886363
80,25-NOV-2020,FUTSTK,LT,1141.95,1149.25,1114.25,1118.1,13340500,0.6253047783562752
81,25-NOV-2020,FUTSTK,LUPIN,903.05,907.55,888.45,893.85,9289650,0.4379034342612019
82,25-NOV-2020,FUTSTK,M&M,732.65,732.9,715.25,718.75,16114000,0.849169450980232
83,25-NOV-2020,FUTSTK,M&MFIN,167.2,168.4,160.5,161.3,21373048,0.6547494253417899
84,25-NOV-2020,FUTSTK,MANAPPURAM,162.85,172.8,162.8,167.25,20100000,0.4939758452662597
85,25-NOV-2020,FUTSTK,MARICO,377.85,379.4,367.65,369.85,10082000,0.4280151478451869
86,25-NOV-2020,FUTSTK,MARUTI,7225.3,7243.5,7027.2,7057.45,3188700,0.5365781659532766
87,25-NOV-2020,FUTSTK,MCDOWELL-N,564.45,569.35,548.95,551.55,11483750,0.5097688526849721
88,25-NOV-2020,FUTSTK,MFSL,643.5,653.55,627.5,629.9,4304300,0.5162681190253312
89,25-NOV-2020,FUTSTK,MGL,947.3,950.0,930.4,932.45,1349400,0.6299817591251312
90,25-NOV-2020,FUTSTK,MINDTREE,1418.55,1423.6,1373.05,1377.4,1608000,0.5485489461712703
91,25-NOV-2020,FUTSTK,MOTHERSUMI,146.75,147.8,141.5,142.8,19831000,1.0494671613973514
92,25-NOV-2020,FUTSTK,MRF,79830.05,79830.05,75698.0,76385.35,37640,0.9139955569660425
93,25-NOV-2020,FUTSTK,MUTHOOTFIN,1140.75,1152.5,1114.55,1120.5,5400750,0.41405109355942277
94,25-NOV-2020,FUTSTK,NATIONALUM,36.35,36.6,35.3,35.85,50388000,0.6479531717954474
95,25-NOV-2020,FUTSTK,NAUKRI,4056.45,4091.95,4006.75,4031.5,704000,0.6444946854763635
96,25-NOV-2020,FUTSTK,NESTLEIND,17751.1,17751.1,17357.15,17495.55,317600,0.7840191544799417
97,25-NOV-2020,FUTSTK,NMDC,94.1,95.5,92.95,93.3,31684300,0.5355432486438939
98,25-NOV-2020,FUTSTK,NTPC,94.05,95.2,92.9,93.95,47623500,0.4890976625054764
99,25-NOV-2020,FUTSTK,ONGC,77.25,81.95,77.2,80.9,54077100,0.7380182832938799
100,25-NOV-2020,FUTSTK,PAGEIND,22671.65,22771.6,22120.0,22304.0,100530,0.4563563926113727
101,25-NOV-2020,FUTSTK,PEL,1447.2,1453.9,1381.05,1386.45,3047550,0.5923126775191101
102,25-NOV-2020,FUTSTK,PETRONET,259.25,260.85,252.8,256.4,10542000,0.642028675348466
103,25-NOV-2020,FUTSTK,PFC,105.55,107.75,104.85,105.65,47386600,0.5855855450668033
104,25-NOV-2020,FUTSTK,PIDILITIND,1587.0,1592.0,1541.25,1547.45,2925500,0.7242722320939009
105,25-NOV-2020,FUTSTK,PNB,30.65,32.65,30.65,31.35,71958000,0.5894468979832518
106,25-NOV-2020,FUTSTK,POWERGRID,194.9,197.65,194.0,195.2,16676000,0.8448402292427192
107,25-NOV-2020,FUTSTK,PVR,1287.5,1346.3,1287.5,1300.3,1783474,0.5922761006901531
108,25-NOV-2020,FUTSTK,RAMCOCEM,873.25,879.9,852.3,855.8,1631150,0.2657320795386299
